Console Name,Game Name,Original Name
MAME2003Plus,moonwlkb,moonwlkb.zip
MAME2003Plus,mrgoemon,mrgoemon.zip
MAME2003Plus,mrjong,mrjong.zip
MAME2003Plus,msgundam,msgundam.zip
MAME2003Plus,mtlchamp,mtlchamp.zip
MAME2003Plus,mugsmash,mugsmash.zip
MAME2003Plus,mutantf,mutantf.zip
MAME2003Plus,mx5000,mx5000.zip
MAME2003Plus,mysticri,mysticri.zip
MAME2003Plus,mystwarr,mystwarr.zip
MAME2003Plus,narc,narc.zip
MAME2003Plus,nastar,nastar.zip
MAME2003Plus,nbajam,nbajam.zip
MAME2003Plus,nbbatman,nbbatman.zip
MAME2003Plus,nebulray,nebulray.zip
MAME2003Plus,ninjak,ninjak.zip
MAME2003Plus,ninjaw,ninjaw.zip
MAME2003Plus,ninjemak,ninjemak.zip
MAME2003Plus,nost,nost.zip
MAME2003Plus,nrallyx,nrallyx.zip
MAME2003Plus,nslasher,nslasher.zip
MAME2003Plus,nslasherj,nslasherj.zip
MAME2003Plus,nspirit,nspirit.zip
MAME2003Plus,numanath,numanath.zip
MAME2003Plus,omegaf,omegaf.zip
MAME2003Plus,orunners,orunners.zip
MAME2003Plus,oscar,oscar.zip
MAME2003Plus,osman,osman.zip
MAME2003Plus,outfxies,outfxies.zip
MAME2003Plus,outrun,outrun.zip
MAME2003Plus,outzone,outzone.zip
MAME2003Plus,p47,p47.zip
MAME2003Plus,p47aces,p47aces.zip
MAME2003Plus,pacmania,pacmania.zip
MAME2003Plus,parodius,parodius.zip
MAME2003Plus,phelios,phelios.zip
MAME2003Plus,pirates,pirates.zip
MAME2003Plus,plusalph,plusalph.zip
MAME2003Plus,pow,pow.zip
MAME2003Plus,powerins,powerins.zip
MAME2003Plus,prehisle,prehisle.zip
MAME2003Plus,psychos,psychos.zip
MAME2003Plus,punkshot,punkshot.zip
MAME2003Plus,pwrinst2,pwrinst2.zip
MAME2003Plus,raiden,raiden.zip
MAME2003Plus,rallyx,rallyx.zip
MAME2003Plus,rambo3,rambo3.zip
MAME2003Plus,raphero,raphero.zip
MAME2003Plus,rastan,rastan.zip
MAME2003Plus,reikaids,reikaids.zip
MAME2003Plus,ridingf,ridingf.zip
MAME2003Plus,riotcity,riotcity.zip
MAME2003Plus,robocop,robocop.zip
MAME2003Plus,robocop2,robocop2.zip
MAME2003Plus,robokid,robokid.zip
MAME2003Plus,rshark,rshark.zip
MAME2003Plus,rthun2,rthun2.zip
MAME2003Plus,rthunder,rthunder.zip
MAME2003Plus,rtype,rtype.zip
MAME2003Plus,rtype2,rtype2.zip
MAME2003Plus,rtypeleo,rtypeleo.zip
MAME2003Plus,rygar,rygar.zip
MAME2003Plus,ryujin,ryujin.zip
MAME2003Plus,ryukendn,ryukendn.zip
MAME2003Plus,s1945,s1945.zip
MAME2003Plus,s1945ii,s1945ii.zip
MAME2003Plus,sailormn,sailormn.zip
MAME2003Plus,saiyugou,saiyugou.zip
MAME2003Plus,salamand,salamand.zip
MAME2003Plus,salmndr2,salmndr2.zip
MAME2003Plus,samsho2,samsho2.zip
MAME2003Plus,samuraia,samuraia.zip
MAME2003Plus,sandscrp,sandscrp.zip
MAME2003Plus,sauro,sauro.zip
MAME2003Plus,searchar,searchar.zip
MAME2003Plus,sexyparo,sexyparo.zip
MAME2003Plus,sf1,sf1.zip
MAME2003Plus,sftm,sftm.zip
MAME2003Plus,shadfrce,shadfrce.zip
MAME2003Plus,shadowld,shadowld.zip
MAME2003Plus,sharrier,sharrier.zip
MAME2003Plus,shdancer,shdancer.zip
MAME2003Plus,shinobi,shinobi.zip
MAME2003Plus,shippumd,shippumd.zip
MAME2003Plus,shogwarr,shogwarr.zip
MAME2003Plus,sidearms,sidearms.zip
MAME2003Plus,sidepckt,sidepckt.zip
MAME2003Plus,silentd,silentd.zip
MAME2003Plus,silkroad,silkroad.zip
MAME2003Plus,silkworm,silkworm.zip
MAME2003Plus,skyadvnt,skyadvnt.zip
MAME2003Plus,skyalert,skyalert.zip
MAME2003Plus,skysmash,skysmash.zip
MAME2003Plus,skysoldr,skysoldr.zip
MAME2003Plus,slyspy,slyspy.zip
MAME2003Plus,sngkace,sngkace.zip
MAME2003Plus,snowbro2,snowbro2.zip
MAME2003Plus,snowbros,snowbros.zip
MAME2003Plus,solfigtr,solfigtr.zip
MAME2003Plus,sonicwi,sonicwi.zip
MAME2003Plus,spacedx,spacedx.zip
MAME2003Plus,spinlbrk,spinlbrk.zip
MAME2003Plus,splatter,splatter.zip
MAME2003Plus,spy,spy.zip
MAME2003Plus,srumbler,srumbler.zip
MAME2003Plus,ssoldier,ssoldier.zip
MAME2003Plus,ssrdrebc,ssrdrebc.zip
MAME2003Plus,ssriders,ssriders.zip
MAME2003Plus,stmblade,stmblade.zip
MAME2003Plus,strahl,strahl.zip
MAME2003Plus,streetsm,streetsm.zip
MAME2003Plus,superman,superman.zip
MAME2003Plus,superx,superx.zip
MAME2003Plus,survarts,survarts.zip
MAME2003Plus,syvalion,syvalion.zip
MAME2003Plus,taotaido,taotaido.zip
MAME2003Plus,tattass,tattass.zip
MAME2003Plus,tbyahhoo,tbyahhoo.zip
MAME2003Plus,tdragon2,tdragon2.zip
MAME2003Plus,tdragonb,tdragonb.zip
MAME2003Plus,tengai,tengai.zip
MAME2003Plus,terracre,terracre.zip
MAME2003Plus,terraf,terraf.zip
MAME2003Plus,tfrceac,tfrceac.zip
MAME2003Plus,thndzone,thndzone.zip
MAME2003Plus,thundfox,thundfox.zip
MAME2003Plus,tigeroad,tigeroad.zip
MAME2003Plus,timesold,timesold.zip
MAME2003Plus,tmnt,tmnt.zip
MAME2003Plus,tmnt2,tmnt2.zip
MAME2003Plus,tmnt22p,tmnt22p.zip
MAME2003Plus,tmnt2p,tmnt2p.zip
MAME2003Plus,tndrcade,tndrcade.zip
MAME2003Plus,totcarn,totcarn.zip
MAME2003Plus,trojan,trojan.zip
MAME2003Plus,truxton,truxton.zip
MAME2003Plus,truxton2,truxton2.zip
MAME2003Plus,tturf,tturf.zip
MAME2003Plus,tumblep,tumblep.zip
MAME2003Plus,turbofrc,turbofrc.zip
MAME2003Plus,twineagl,twineagl.zip
MAME2003Plus,twinhawk,twinhawk.zip
MAME2003Plus,typhoon,typhoon.zip
MAME2003Plus,uccopsj,uccopsj.zip
MAME2003Plus,vandyke,vandyke.zip
MAME2003Plus,vaportra,vaportra.zip
MAME2003Plus,vasara,vasara.zip
MAME2003Plus,vasara2,vasara2.zip
MAME2003Plus,vendetta,vendetta.zip
MAME2003Plus,vfive,vfive.zip
MAME2003Plus,victroad,victroad.zip
MAME2003Plus,vigilant,vigilant.zip
MAME2003Plus,viostorm,viostorm.zip
MAME2003Plus,warriorb,warriorb.zip
MAME2003Plus,wboy,wboy.zip
MAME2003Plus,wizdfire,wizdfire.zip
MAME2003Plus,xexex,xexex.zip
MAME2003Plus,xmen,xmen.zip
MAME2003Plus,xmen2p,xmen2p.zip
MAME2003Plus,xmultipl,xmultipl.zip
MAME2003Plus,yiear,yiear.zip
MAME2003Plus,zerowing,zerowing.zip
MAME2003Plus,zingzip,zingzip.zip
MAME2003Plus,zunkyou,zunkyou.zip
MD,sonic 1,Sonic 1.bin
MD,sonic 2,Sonic 2.bin
MD,sonic 3,Sonic 3.bin
MD,sonic 3d blast,Sonic 3D Blast.bin
MD,sonic and knuckles 1,Sonic & Knuckles 1.bin
MD,sonic and knuckles 2,Sonic & Knuckles 2.bin
MD,sonic amy rose,Sonic-Amy Rose.bin
MD,king of fighters  98,King of Fighters '98.bin
MD,street fighter 2 turbo,Street Fighter 2 Turbo.bin
MD,golden axe,Golden Axe.bin
MD,golden axe ii,Golden Axe II.bin
MD,golden axe iii,Golden Axe III.bin
MD,mortal kombat 1,Mortal Kombat 1.bin
MD,mortal kombat 2,Mortal Kombat 2.bin
MD,mortal kombat 3,Mortal Kombat 3.bin
MD,mortal kombat 5,Mortal Kombat 5.bin
MD,contra hard corps,Contra-Hard Corps.bin
MD,vr fighter vs taken2,VR Fighter vs Taken2.bin
MD,toki going ape spit,Toki-Going Ape Spit.bin
MD,vectorman,Vectorman.bin
MD,twin cobra,Twin Cobra.bin
MD,fire shark,Fire Shark.bin
MD,angry birds,Angry Birds.bin
MD,castle of illusion starring mickey mouse,Castle of Illusion Starring Mickey Mouse.bin
MD,world of illusion starring mickey mouse and donald duck,World of Illusion Starring Mickey Mouse & Donald Duck.bin
MD,mickey mouse fantasia,Mickey Mouse-Fantasia.bin
MD,animaniacs,Animaniacs.bin
MD,forgotten worlds,Forgotten Worlds.bin
MD,alien 3,Alien 3.bin
MD,robocop 3,Robocop 3.bin
MD,tom and jerry,Tom and Jerry.bin
MD,spider man and x men,Spider-Man and X-Men.bin
MD,spider man,Spider-Man.bin
MD,road rash,Road Rash.bin
MD,road rash ii,Road Rash II.bin
MD,street smart,Street Smart.bin
MD,streets of rage,Streets of Rage.bin
MD,gunstar super heroes,Gunstar Super Heroes.bin
MD,granada,Granada.bin
MD,jungle book,Jungle Book.bin
MD,mega turrican,Mega Turrican.bin
MD,world trophy soccer,World Trophy Soccer.bin
MD,blaster master 2,Blaster Master 2.bin
MD,predator 2,Predator 2.bin
MD,x men,X-Men.bin
MD,alien storm,Alien Storm.bin
MD,batman,Batman.bin
MD,batman returns,Batman Returns.bin
MD,tecmo world cup  93,Tecmo World Cup '93.bin
MD,whip rush,Whip Rush.bin
MD,james bond 007,James Bond 007.bin
MD,pac mania,Pac-Mania.bin
MD,battletoads,Battletoads.bin
MD,aeroblasters,AeroBlasters.bin
MD,dune  building of a dynasty,Dune-The Building of a Dynasty.bin
MD,dynamite duke,Dynamite Duke.bin
MD,ayrton senna s super monaco gp ii,Ayrton Senna's Super Monaco GP II.bin
MD,wwf super wrestlemania,WWF Super Wrestlemania.bin
MD,wings of wor,Wings of Wor.bin
MD,dominus,Dominus.bin
MD,evander holyfield s real deal boxing,Evander Holyfield's Real Deal Boxing.bin
MD,rainbow islands,Rainbow Islands.bin
MD,final zone,Final Zone.bin
MD,fastest 1,Fastest 1.bin
MD,dj boy,DJ Boy.bin
MD,general chaos,General Chaos.bin
MD,ghost hunter,Ghost Hunter.bin
MD,ghostbusters,Ghostbusters.bin
MD,ghouls n ghosts,Ghouls'n Ghosts.bin
MD,dick tracy,Dick Tracy.bin
MD,hellfire,Hellfire.bin
MD,crue ball,Crue Ball.bin
MD,indiana jones and  last crusade,Indiana Jones and the Last Crusade.bin
MD,insector x,Insector X.bin
MD,jimmy white s whirlwind snooker,Jimmy White's Whirlwind Snooker .bin
MD,dark castle,Dark Castle.bin
MD,kawasaki superbike challenge,Kawasaki Superbike Challenge.bin
MD,last battle   legend of  final hero,Last Battle - Legend of the Final Hero.bin
MD,columns3,Columns3.bin
MD,link dragon,Link Dragon.bin
MD,lotus ii recs,Lotus II RECS.bin
MD,m1 abrams battle tank,M1 Abrams Battle Tank.bin
MD,young indiana jones chronicle,Young Indiana Jones Chronicle.bin
MD,chess,Chess.bin
MD,centurion   defender of rome,Centurion - Defender of Rome.bin
MD,michael jackson s moonwalker,Michael Jackson's Moonwalker.bin
MD,arcus odyssey,Arcus Odyssey.bin
MD,monopoly,Monopoly.bin
MD,mr  nutz,Mr. Nutz.bin
MD,mystic defender,Mystic Defender.bin
MD,f1 circus md,F1 Circus MD.bin
MD,onslaught,Onslaught.bin
MD,ooze,Ooze.bin
MD,operation europe path to victory 1939 45,Operation Europe-Path to Victory 1939-45.bin
MD,altered beast,Altered Beast.bin
MD,paperboy,Paperboy.bin
MD,best of  best,Best of the Best.bin
MD,populous,Populous.bin
MD,captain planet and  planeteers,Captain Planet and the Planeteers.bin
MD,pyramid magic ii,Pyramid Magic II.bin
MD,quad challenge,Quad Challenge.bin
MD,bonanza bros,Bonanza Bros.bin
MD,faery tale adventure,Faery Tale Adventure.bin
MD,exile,Exile.bin
MD,revenge of shinobi,Revenge of Shinobi.bin
MD,olympic gold   barcelona  92,Olympic Gold - Barcelona '92.bin
MD,road blasters,Road Blasters.bin
MD,clue,Clue.bin
MD,exodus,Exodus.bin
MD,shadow blasters,Shadow Blasters.bin
MD,shadow dancer  secret of shinobi,Shadow Dancer-The Secret of Shinobi.bin
MD,shove it   warehouse game,Shove It!-The Warehouse Game.bin
MD,snake rattle  n  roll,Snake Rattle 'n' Roll.bin
MD,sorcerer s kingdom,Sorcerer's Kingdom.bin
MD,star trek deep space 9,Star Trek-Deep Space 9.bin
MD,arcade classics,Arcade Classics.bin
MD,battlemaster,Battlemaster.bin
MD,sunset riders,Sunset Riders.bin
MD,super battletank   war in  gulf,Super Battletank - War in the Gulf .bin
MD,super hang on,Super Hang-On.bin
MD,super monaco grand prix,Super Monaco Grand Prix.bin
MD,super real basketball,Super Real Basketball.bin
MD,super volleyball,Super Volleyball.bin
MD,tiny toon adv,Tiny Toon Adv.bin
MD,sword of vermilion,Sword of Vermilion.bin
MD,vapor trail hyper offence formation,Vapor Trail-Hyper Offence Formation.bin
MD,wacky worlds,Wacky Worlds.bin
MD,burning force,Burning Force.bin
MD,toe jam and earl,Toe Jam & Earl.bin
MD,battle squadron,Battle Squadron.bin
MD,home alone,Home Alone.bin
MD,truxton,Truxton.bin
MD,ys wanderers from ys,Ys-Wanderers from Ys.bin
MD,turbo outrun,Turbo OutRun.bin
MD,warrior of rome,Warrior of Rome.bin
MD,warrior of rome ii,Warrior of Rome II.bin
MD,twinkle tale,Twinkle Tale.bin
MD,tyrants fight through time,Tyrants-Fight Through Time.bin
MD,rampart,Rampart.bin
MD,risk,Risk.bin
MD,uncharted waters,Uncharted Waters.bin
MD,cadash,Cadash.bin
MD,saint sword,Saint Sword.bin
MD,valis iii,Valis III.bin
MD,championship pro am,Championship Pro-Am.bin
MD,task force harrier ex,Task Force Harrier EX.bin
MD,pocket monster 1,Pocket Monster 1.smd
MD,pocket monster 2,Pocket Monster 2.smd
MD,pokemon crazy drummer,Pokemon Crazy Drummer.bin
MD,sonic more than a memory,Sonic-More Than A Memory.bin
MD,sonic and crackers,Sonic and Crackers.bin
MD,sonic and knuckles and sonic 2,Sonic and Knuckles & Sonic 2.bin
MD,sonic chao walker,Sonic Chao Walker.bin
MD,sonic compilation,Sonic Compilation.bin
MD,sonic dr iks,Sonic Dr IKS.bin
MD,sonic eraser,Sonic Eraser.bin
MD,sonic in paynt by monkeyman,Sonic in Paynt by Monkeyman.bin
MD,sonic jam 6,Sonic Jam 6.bin
MD,sonic spinball,Sonic Spinball.bin
MD,double dragon 1,Double Dragon 1.bin
MD,double dragon 2,Double Dragon 2.bin
MD,double dragon 3,Double Dragon 3.bin
MD,double dragon 5,Double Dragon 5.bin
MD,dragon ball z l appel du destin,Dragon Ball Z-L'Appel du Destin.bin
MD,comix zone,Comix Zone.bin
MD,aladdin,Aladdin.bin
MD,earthworm jim 1,Earthworm Jim 1.bin
MD,earthworm jim 2,Earthworm Jim 2.bin
MD,alien soldier,Alien Soldier.bin
MD,road rash 3,Road Rash 3.bin
MD,jurassic park 1,Jurassic Park 1.bin
MD,jurassic park 2,Jurassic Park 2.bin
MD,jurassic park rampage edition,Jurassic Park-Rampage Edition.bin
MD,spider man  animated series,Spider-Man-The Animated Series.bin
MD,spider man and venom maximum carnage,Spider-Man and Venom-Maximum Carnage.bin
MD,phantasy star 1,Phantasy Star 1.bin
MD,phantasy star 2,Phantasy Star 2.bin
MD,phantasy star 3,Phantasy Star 3.bin
MD,ninja gaiden,Ninja Gaiden.bin
MD,street fighter ii special champion edition,Street Fighter II Special Champion Edition.bin
MD,streets of rage 2,Streets of Rage 2.bin
MD,streets of rage 3,Streets of Rage 3.bin
MD,shining force 1,Shining Force 1.bin
MD,shining force 2,Shining Force 2.bin
MD,shinobi 3   return of  ninja master,Shinobi 3 - Return of the Ninja Master.bin
MD,teenage mutant ninja turtles  hyperstone heist,Teenage Mutant Ninja Turtles-The Hyperstone Heist.bin
MD,teenage mutant ninja turtles tournament fighters,Teenage Mutant Ninja Turtles-Tournament Fighters.bin
MD,x men 2   clone wars,X-Men 2 - Clone Wars.bin
MD,snow brothers,Snow Brothers.bin
MD,duke nukem 3d,Duke Nukem 3D.bin
MD,international superstar soccer deluxe,International Superstar Soccer Deluxe.bin
MD,mega bomberman,Mega Bomberman.bin
MD,mega man  wily wars,Mega Man-The Wily Wars.bin
MD,mickey mania timeless adventures of mickey mouse,Mickey Mania-Timeless Adventures of Mickey Mouse.bin
MD,mighty morphin power rangers    movie,Mighty Morphin Power Rangers - The Movie.bin
MD,nba jam tournament edition,NBA Jam Tournament Edition.bin
MD,probotector,Probotector.bin
MD,splatterhouse 2,Splatterhouse 2.bin
MD,splatterhouse 3,Splatterhouse 3.bin
MD,adventures of batman and robin,Adventures of Batman and Robin.bin
MD,akumajou dracula   vampire killer,Akumajou Dracula - Vampire Killer.bin
MD,alex kidd in  enchanted castle,Alex Kidd in the Enchanted Castle.bin
MD,bare knuckle ii,Bare Knuckle II.bin
MD,bare knuckle iii,Bare Knuckle III.bin
MD,battletoads and double dragon,Battletoads and Double Dragon.bin
MD,beyond oasis,Beyond Oasis.bin
MD,captain america and  avengers,Captain America and the Avengers.bin
MD,castlevania   bloodlines,Castlevania - Bloodlines.bin
MD,dai makaimura,Dai Makaimura.bin
MD,kid chameleo,Kid Chameleo.bin
MD,outrun,OutRun.bin
MD,quack shot starring donald duck,Quack Shot Starring Donald Duck.bin
MD,ristar,Ristar.bin
MD,rocket knight adventures,Rocket Knight Adventures.bin
MD,simpsons     bart s nightmare,"Simpsons, The - Bart's Nightmare.bin"
MD,story of thor a successor of  light,Story of Thor-A Successor of The Light.bin
MD,strider hiryuu,Strider Hiryuu.bin
MD,blue almanac,Blue Almanac.bin
MD,super shinobi,Super Shinobi.bin
MD,lion king,The Lion King.bin
MD,toughman contest,Toughman Contest.bin
MD,toy story,Toy Story.bin
MD,wonder boy in monster world,Wonder Boy in Monster World.bin
MD,wwf wrestlemania arcade,WWF Wrestlemania Arcade.bin
MD,x perts,X-perts.bin
MD,zombies ate my neighbors,Zombies Ate My Neighbors.bin
MD,action 52 in 1,Action 52-in-1.bin
MD,after burner ii,After Burner II.bin
MD,aleste   full metal fighter ellinor,Aleste - Full Metal Fighter Ellinor.bin
MD,alisia dragoon,Alisia Dragoon.bin
MD,batman forever,Batman Forever.bin
MD,batman revenge of  joker,Batman-Revenge of the Joker.bin
MD,beavis and butt head,Beavis and Butt-head.bin
MD,boogerman,Boogerman.bin
MD,caliber fifty,Caliber Fifty.bin
MD,bubsy,Bubsy.bin
MD,california games,California Games.bin
MD,columns,Columns.bin
MD,crusader of centy,Crusader of Centy.bin
MD,dandd   warriors of  eternal sun,D&D - Warriors of the Eternal Sun.bin
MD,death and return of superman,Death and Return of Superman.bin
MD,donald duck in maui mallard,Donald Duck in Maui Mallard.bin
MD,dr  robotnik s mean bean machine,Dr. Robotnik's Mean Bean Machine.bin
MD,dune    battle for arrakis,Dune - The Battle for Arrakis.bin
MD,dynamite headdy,Dynamite Headdy.bin
MD,ecco jr,ECCO Jr.bin
MD,ecco  tides of time,ECCO-The Tides of Time.bin
MD,ecco,ECCO.bin
MD,eternal champions,Eternal Champions.bin
MD,ex ranza,Ex-Ranza.bin
MD,fatal fury 2,Fatal Fury 2.bin
MD,fifa soccer 98,FIFA Soccer 98.bin
MD,flashback,Flashback.bin
MD,flicky,Flicky.bin
MD,gargoyles,Gargoyles.bin
MD,garou densetsu 2,Garou Densetsu 2.bin
MD,gauntlet 4,Gauntlet 4.bin
MD,incredible hulk,Incredible Hulk.bin
MD,juju densetsu,JuJu Densetsu.bin
MD,jungle strike,Jungle Strike.bin
MD,landstalke,Landstalke.bin
MD,m u s h a,M.U.S.H.A.bin
MD,mega games 10 in 1,Mega Games 10 in 1.bin
MD,mickey mouse   great circus mystery,Mickey Mouse - Great Circus Mystery.bin
MD,mighty morphin power rangers,Mighty Morphin Power Rangers.bin
MD,monster world iv,Monster World IV.bin
MD,ms  pac man,Ms. Pac-Man.bin
MD,pac man 2    new adventures,Pac-Man 2 - The New Adventures.bin
MD,pitfall    mayan adventure,Pitfall - The Mayan Adventure.bin
MD,prince of persia,Prince of Persia.bin
MD,pulseman,Pulseman.bin
MD,puyo puyo,Puyo Puyo.bin
MD,ranger x,Ranger-X.bin
MD,robocop vs  terminator,Robocop vs The Terminator.bin
MD,rock n  roll racing,Rock n' Roll Racing.bin
MD,rockman x3,Rockman X3.bin
MD,samurai shodown,Samurai Shodown.bin
MD,scooby doo mystery,Scooby Doo Mystery.bin
MD,sega arcade classics,Sega Arcade Classics.bin
MD,shadow run,Shadow Run.bin
MD,shining in  darkness,Shining in the Darkness.bin
MD,simpsons bart vs  space mutants,Simpsons-Bart vs The Space Mutants.bin
MD,spider man and venom separation anxiety,Spider-Man and Venom-Separation Anxiety.bin
MD,cosmic spacehead,Cosmic Spacehead.bin
MD,super bubble bobble,Super Bubble Bobble.bin
MD,super donkey kong 99,Super Donkey Kong 99.bin
MD,superman,Superman.bin
MD,taz mania,Taz-Mania.bin
MD,terminator 2 judgment day,Terminator 2-Judgment Day.bin
MD,flintstones,The Flintstones.bin
MD,punisher,The Punisher.bin
MD,thunder force 2,Thunder Force 2.bin
MD,thunder force 3,Thunder Force 3.bin
MD,toejam and earl in panic on funkotron,Toejam & Earl in Panic on Funkotron.bin
MD,top gear 2,Top Gear 2.bin
MD,urban strike,Urban Strike.bin
MD,vectorman 2,Vectorman 2.bin
MD,virtua fighter 2,Virtua Fighter 2.bin
MD,wonder boy iii   monster lair,Wonder Boy III - Monster Lair.bin
MD,wwf raw,WWF RAW.bin
MD,wwf royal rumble,WWF Royal Rumble.bin
MD,yuu yuu hakusho makyou toitsusen,Yuu Yuu Hakusho-Makyou Toitsusen.bin
MD,aaahh    real monsters,AAAHH!!! Real Monsters.bin
MD,addams family,Addams Family.bin
MD,aero  acro bat 1,Aero the Acro-Bat 1.bin
MD,aero  acro bat 2,Aero the Acro-Bat 2.bin
MD,air buster,Air Buster.bin
MD,alex kidd   cheongongmaseong,Alex Kidd - Cheongongmaseong.bin
MD,ariel  little mermaid,Ariel-The Little Mermaid.bin
MD,arrow flash,Arrow Flash.bin
MD,art of fighting,Art of Fighting.bin
MD,asterix and  great rescue,Asterix and the Great Rescue.bin
MD,asterix and  power of  gods,Asterix and the Power of The Gods.bin
MD,back to  future part iii,Back to the Future Part III.bin
MD,battle mania 2 ts vintage,Battle Mania 2-TS Vintage.bin
MD,bio hazard battle,Bio-Hazard Battle.bin
MD,bishoujo senshi sailor moon,Bishoujo Senshi Sailor Moon.bin
MD,blades of vengence,Blades of Vengence.bin
MD,bubsy ii,Bubsy II.bin
MD,bugs bunny in double trouble,Bugs Bunny in Double Trouble.bin
MD,chakan  forever man,Chakan-The Forever Man.bin
MD,chase hq ii,Chase HQ II.bin
MD,command and conquer,Command & Conquer.bin
MD,cool spot,Cool Spot.bin
MD,crude buster,Crude Buster.bin
MD,dai konsen,Dai Konsen.bin
MD,decap attack,Decap Attack.bin
MD,demolition man,Demolition Man.bin
MD,crystal s pony tale,Crystal's Pony Tale.bin
MD,doom troopers,Doom Troopers.bin
MD,dragon  bruce lee story,Dragon-The Bruce Lee Story.bin
MD,elemental master,Elemental Master.bin
MD,eswat cyber police,ESWAT Cyber Police.bin
MD,fatal fury,Fatal Fury.bin
MD,fatal labyrinth,Fatal Labyrinth.bin
MD,fifa soccer 2000 gold edition,FIFA Soccer 2000 Gold Edition.bin
MD,fifa soccer 97 gold edition,FIFA Soccer 97 Gold Edition.bin
MD,frogger,Frogger.bin
MD,gaiares,Gaiares.bin
MD,gain ground,Gain Ground.bin
MD,garfield caught in  act,Garfield-Caught in the Act.bin
MD,harry potter,Harry Potter.bin
MD,haunting,Haunting.bin
MD,herzog zwei,Herzog Zwei.bin
MD,joe and mac caveman ninja,Joe & Mac Caveman Ninja.bin
MD,justice league task force,Justice League Task Force.bin
MD,light crusader,Light Crusader.bin
MD,lightening force,Lightening Force.bin
MD,lost vikings,Lost Vikings.bin
MD,majikaru hashito no butsutobi turbo,Majikaru Hashito no Butsutobi Turbo!.bin
MD,mcdonald s treasure land adventure,McDonald's Treasure Land Adventure.bin
MD,mercs,Mercs.bin
MD,micro machines 1,Micro Machines 1.bin
MD,micro machines 2,Micro Machines 2.bin
MD,micro machines 96,Micro Machines 96.bin
MD,mutant league football,Mutant League Football.bin
MD,mutant league hockey,Mutant League Hockey.bin
MD,nba live 98,NBA Live 98.bin
MD,nhl hockey 94,NHL Hockey 94.bin
MD,outrun 2019,OutRun 2019.bin
MD,paperboy ii,Paperboy II.bin
MD,pirates  gold,Pirates! Gold.bin
MD,pit fighter,Pit Fighter.bin
MD,pocahontas,Pocahontas.bin
MD,primal rage,Primal Rage.bin
MD,ren and stimpy s invention,Ren and Stimpy's Invention.bin
MD,rolling thunder 2,Rolling Thunder 2.bin
MD,rolling thunder 3,Rolling Thunder 3.bin
MD,shadow of  beast,Shadow of the Beast.bin
MD,space harrier ii,Space Harrier II.bin
MD,sparkster,Sparkster.bin
MD,super fantasy zone,Super Fantasy Zone.bin
MD,super hq,Super HQ.bin
MD,darwin 4081,Darwin 4081.bin
MD,terminator,Terminator.bin
MD,two crude dudes,Two Crude Dudes.bin
MD,warsong,Warsong (U) [!].bin
MD,wolverine adamantium rage,Wolverine Adamantium Rage.bin
MD,worms,Worms.bin
MD,zero wing,Zero Wing.bin
MD,ninjas kick back,Ninjas Kick Back.bin
MD,addams family values,Addams Family Values.bin
MD,atomic runner,Atomic Runner.bin
MD,b o b,B.O.B.bin
MD,battletech,Battletech.bin
MD,beauty and  beast,Beauty and the Beast.bin
MD,bug s life,Bug's Life.bin
MD,chaos engine,Chaos Engine.bin
MD,chiki chiki boys,Chiki Chiki Boys.bin
MD,chuck rock 1,Chuck Rock 1.bin
MD,chuck rock 2,Chuck Rock 2.bin
MD,clay fighter,Clay Fighter.bin
MD,cyborg justice,Cyborg Justice.bin
MD,daffy duck in hollywood,Daffy Duck in Hollywood.bin
MD,dashin  desperadoes,Dashin' Desperadoes.bin
MD,desert demolition,Desert Demolition.bin
MD,devil crash md,Devil Crash MD.bin
MD,el viento,El Viento.bin
MD,eliminate down,Eliminate Down.bin
MD,family feud,Family Feud.bin
MD,f1 world championship edition,F1 World Championship Edition.bin
MD,f1 world championship,F1 World Championship.bin
MD,fifa soccer 96,FIFA Soccer 96.bin
MD,galaxy force ii,Galaxy Force II.bin
MD,gley lancer,Gley Lancer.bin
MD,hokuto no ken,Hokuto no Ken.bin
MD,home alone 2,Home Alone 2.bin
MD,immortal,Immortal.bin
MD,itchy and scratchy game,Itchy and Scratchy Game.bin
MD,james pond 2 codename robocod,James Pond 2-Codename RoboCod.bin
MD,judge dredd    movie,Judge Dredd - The Movie.bin
MD,koutetsu teikoku,Koutetsu Teikoku.bin
MD,krusty s super funhouse,Krusty's Super Funhouse.bin
MD,lemmings 2   tribes,Lemmings 2 -The Tribes.bin
MD,madden nfl 98,Madden NFL 98.bin
MD,marble madness,Marble Madness.bin
MD,marvel land,Marvel Land.bin
MD,master of monsters,Master of Monsters.bin
MD,mazin saga,Mazin Saga.bin
MD,mickey s ultimate challenge,Mickey's Ultimate Challenge.bin
MD,midnight resistance,Midnight Resistance.bin
MD,might and magic 2,Might and Magic 2.bin
MD,might and magic 3,Might and Magic 3.bin
MD,new zealand story,New Zealand Story.bin
MD,nhl 95,NHL 95.bin
MD,nhl 98,NHL 98.bin
MD,outrunners,OutRunners.bin
MD,panorama cotton,Panorama Cotton.bin
MD,phelios,Phelios.bin
MD,pinocchio,Pinocchio.bin
MD,pirates of dark water,Pirates of Dark Water.bin
MD,puyo puyo 2,Puyo Puyo 2.bin
